iso3c,year,Ratio.RMC.to.market.XR,country,military_spending,type,military_spending_PPP,change_nominal,change_nominal_percent,change_PPP,change_PPP_percent,nato
GIN,2011,3.6305719473664477,Guinea,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GIN,2011,3.6305719473664477,Guinea,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GMB,2011,21.118577943851893,"Gambia, The",NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GMB,2011,21.118577943851893,"Gambia, The",NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GNB,2011,32.62261840487542,Guinea-Bissau,17.519804351235308,Current USD (m),571.5418918784254,0.389996183280811,2.2260304707872645,13.601144695879952,2.3797283959673594,FALSE
GNB,2011,32.62261840487542,Guinea-Bissau,16.537427930954134,Constant 2021 USD (m),539.4942007896451,-1.2904901289414887,-7.803451264183578,-41.18491864471696,-7.633987276310951,FALSE
GNQ,2011,2.229186250212736,Equatorial Guinea,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GNQ,2011,2.229186250212736,Equatorial Guinea,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GRC,2011,1.7810974052001105,Greece,5980.957006575848,Constant 2021 USD (m),10652.667005025663,-1447.593534417032,-24.203376363104677,-897.4768545071875,-8.42490292885134,TRUE
GRC,2011,1.7810974052001105,Greece,7128.608267128192,Current USD (m),12696.745687270079,-1035.0111197957667,-14.519119034334706,3.693682963405081,0.029091572394872926,TRUE
GTM,2011,5.940093089045861,Guatemala,287.64109599929145,Constant 2021 USD (m),1708.6148864709683,15.696351805297752,5.456922541185289,55.782913063772185,3.264803175102151,FALSE
GTM,2011,5.940093089045861,Guatemala,197.4331506842277,Current USD (m),1172.7712939279313,27.634310558485737,13.996793579353717,140.76402774932785,12.002683598936898,FALSE
GUY,2011,6.566777563254526,Guyana,37.122891454383605,Constant 2021 USD (m),243.77777068577944,-0.16497566039690525,-0.4444041235301576,-128.5596637952135,-52.736417858592276,FALSE
GUY,2011,6.566777563254526,Guyana,32.41674754188356,Current USD (m),212.87357043172725,1.3416920507130392,4.138885460299576,-97.42592731966167,-45.76703774079276,FALSE
HND,2011,5.044048740762116,Honduras,239.7375284848022,Constant 2021 USD (m),1209.2477786671884,22.583815087102323,9.420225206223392,237.4146938820969,19.633254496755924,FALSE
HND,2011,5.044048740762116,Honduras,200.3584058867374,Current USD (m),1010.6175649141026,30.17142619358944,15.058727414034902,248.9758002966821,24.636005640555418,FALSE
HRV,2011,2.136229952726005,Croatia,1106.4640419770692,Current USD (m),2363.661628085699,90.58738842423838,8.187106402696433,325.3416770139629,13.764308441959741,TRUE
HRV,2011,2.136229952726005,Croatia,1024.2109433195371,Constant 2021 USD (m),2187.9500950289516,34.74109448035915,3.3919862609318456,202.61444741930381,9.260469326043873,TRUE
HTI,2011,3.515383181589,Haiti,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
HTI,2011,3.515383181589,Haiti,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
HUN,2011,2.640782571279114,Hungary,1240.670335777293,Constant 2021 USD (m),3276.340599423682,16.906221161454596,1.3626682829377612,278.5324344209321,8.50132719626057,TRUE
HUN,2011,2.640782571279114,Hungary,1472.069831638109,Current USD (m),3887.416355095698,121.24941844994282,8.23666213681027,578.3632330574824,14.877830935175057,TRUE
IDN,2011,4.909757825338642,Indonesia,5838.026185717234,Current USD (m),28663.29474985709,1174.6604263417148,20.120848878950365,3624.2931514876327,12.64437038071383,FALSE
IDN,2011,4.909757825338642,Indonesia,5317.713207299229,Constant 2021 USD (m),26108.684032444038,679.1725959209834,12.771892154483506,1202.9760577054913,4.607570631329443,FALSE
IND,2011,3.329638863711217,India,49633.81579370266,Current USD (m),165262.68202099597,3543.3701372023934,7.139024232853687,5671.428931835573,3.4317662417671766,FALSE
IND,2011,3.329638863711217,India,55423.367785285365,Constant 2021 USD (m),184539.7993356464,504.70893549263565,0.9106428491460842,-5619.732840160199,-3.0452687498260813,FALSE
IRL,2011,0.9929973834318324,Ireland,1300.331547010864,Current USD (m),1291.2258237756546,26.102858654540796,2.007400244541073,93.83880180797587,7.267419848650734,FALSE
IRL,2011,0.9929973834318324,Ireland,1172.8068856455857,Constant 2021 USD (m),1164.594168716903,-64.32347224712407,-5.484574914625987,2.0682826188765375,0.17759685514785614,FALSE
IRN,2011,3.1250092333344526,Iran,14277.667360568184,Current USD (m),44617.842332253516,716.3949063543023,5.017590676841439,2976.1473700451315,6.670307694134556,FALSE
IRN,2011,3.1250092333344526,Iran,5282.182219832766,Constant 2021 USD (m),16506.86820913247,-838.0199417720723,-15.865032800754156,-2286.028429516362,-13.84895305731956,FALSE
IRQ,2011,3.51830610385867,Iraq,4278.632478632479,Current USD (m),15053.538765740603,525.7264957264961,12.287255293647629,122.09557089462578,0.8110755404071193,FALSE
IRQ,2011,3.51830610385867,Iraq,4167.802494990179,Constant 2021 USD (m),14663.60495780134,300.0250789769043,7.198639554958356,-724.8697443524597,-4.943325644945269,FALSE
ISL,2011,1.6430629406198056,Iceland,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
ISL,2011,1.6430629406198056,Iceland,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
ISR,2011,1.2976525536357242,Israel,15100.066207767746,Current USD (m),19594.639474578322,1224.854612060908,8.111584381205036,893.6086217502125,4.560474934532793,FALSE
ISR,2011,1.2976525536357242,Israel,17665.37378252941,Constant 2021 USD (m),22923.51739982886,113.24124770523485,0.6410351068666743,-733.272970722126,-3.19878035265042,FALSE
ITA,2011,1.302412076902802,Italy,31511.2330917188,Constant 2021 USD (m),41040.61053675379,-666.2482300953197,-2.114319767037015,2174.849393806391,5.299261793044506,TRUE
ITA,2011,1.302412076902802,Italy,33828.804971119964,Current USD (m),44059.04414157619,1807.985019991218,5.344513415518861,5382.507361856275,12.216577700960807,TRUE
JAM,2011,1.8046243641887791,Jamaica,129.64922842013195,Constant 2021 USD (m),233.96815640524642,7.225841902163992,5.57337825316511,9.079063806067978,3.8804698663105732,FALSE
JAM,2011,1.8046243641887791,Jamaica,133.6385598276916,Current USD (m),241.1674010601521,18.067163859293927,13.519424245957927,28.86526574927612,11.968974920485431,FALSE
JOR,2011,4.787116746593118,Jordan,1594.7887323943662,Current USD (m),7634.439848123081,36.90140845070414,2.3138744149077044,292.1582475262603,3.8268458896573416,FALSE
JOR,2011,4.787116746593118,Jordan,1955.4538584253016,Constant 2021 USD (m),9360.98591285789,-34.26450950572075,-1.752253542474966,-16.50393425623224,-0.17630551322124172,FALSE
JPN,2011,0.9196067757634961,Japan,46599.89091697684,Constant 2021 USD (m),42853.5754370917,621.4741045297778,1.3336385392768553,5.5515653523179935,0.012954730837961455,FALSE
JPN,2011,0.9196067757634961,Japan,60762.21384089115,Current USD (m),55877.343558473985,6106.763105586142,10.050264332989912,4943.052641500908,8.846255614009548,FALSE
KAZ,2011,2.943815275518724,Kazakhstan,1803.9707818116092,Current USD (m),5310.556744086471,302.1554379142183,16.74946406896809,252.54172871693845,4.755466157068264,FALSE
KAZ,2011,2.943815275518724,Kazakhstan,1247.8323130793488,Constant 2021 USD (m),3673.3878245288497,115.84659921033426,9.28382748195171,-139.06539163995967,-3.7857530509400066,FALSE
KEN,2011,4.315344292755134,Kenya,646.6781067167507,Current USD (m),2790.638677069826,24.628258925673208,3.8084262741958805,220.14126309412586,7.888562030727477,FALSE
KEN,2011,4.315344292755134,Kenya,983.8014095865884,Constant 2021 USD (m),4245.441798063941,21.133665169446658,2.1481637415347286,267.40859649777985,6.298722470291004,FALSE
KGZ,2011,6.17571432580539,Kyrgyz Republic,74.82380918525381,Constant 2021 USD (m),462.09047029670086,-2.8687980061415743,-3.8340710495489634,-19.76230768486903,-4.276718295484425,FALSE
KGZ,2011,6.17571432580539,Kyrgyz Republic,86.42338640643725,Current USD (m),533.7261455148493,9.185394095012938,10.628366321837124,54.692907908416714,10.24737280870102,FALSE
KHM,2011,3.6262776751515977,Cambodia,192.15941850437355,Current USD (m),696.8234093925226,24.301490515308046,12.64652584008259,100.55559014832477,14.4305700401178,FALSE
KHM,2011,3.6262776751515977,Cambodia,250.4115624573581,Constant 2021 USD (m),908.0618585389476,12.49761705514004,4.990830667920227,62.93984915727151,6.931229251115161,FALSE
KOR,2011,2.1659642545359366,"Korea, South",30991.70794647611,Current USD (m),67126.93159908458,2816.5267275082333,9.088000998113705,3378.8324949539674,5.033497605899873,FALSE
KOR,2011,2.1659642545359366,"Korea, South",34254.763829727766,Constant 2021 USD (m),74194.59400276086,462.9971235301564,1.3516284211784506,-2261.3789384225383,-3.04790257136307,FALSE
KSV,2011,4.444613375283425,Kosovo,50.968863773797366,Current USD (m),226.53689365201862,12.390743264423755,24.310416883952048,49.566603902834004,21.88014636546259,FALSE
KSV,2011,4.444613375283425,Kosovo,49.390762427064566,Constant 2021 USD (m),219.52284329877722,7.27365759518819,14.726757065006264,26.318090265696725,11.988770676533653,FALSE
KWT,2011,1.2713677408214201,Kuwait,5393.526319031521,Current USD (m),6857.155371287975,1058.321665970012,19.622072895716354,1052.2218777949302,15.34487438042828,FALSE
KWT,2011,1.2713677408214201,Kuwait,6305.936140285528,Constant 2021 USD (m),8017.163784438958,787.4282468710053,12.487095164832276,627.7614682265066,7.8302188293192945,FALSE
LAO,2011,6.994426583112474,Laos,22.482677103372477,Constant 2021 USD (m),157.25343439136262,2.3897517581100303,10.62930249419256,23.277156461369515,14.802319931174774,FALSE
LAO,2011,6.994426583112474,Laos,19.009820599098884,Current USD (m),132.96279453853631,3.6534176480541163,19.218580359602647,30.568858642127054,22.990535621803094,FALSE
LBN,2011,3.3622364259527826,Lebanon,1626.5339966832505,Current USD (m),5468.791851698988,41.127694859038,2.5285481239804155,95.24102815215974,1.7415369012914845,FALSE
LBN,2011,3.3622364259527826,Lebanon,11939.494792770549,Constant 2021 USD (m),40143.40429972671,-276.57951822831274,-2.3165093919701163,-1261.5630571241636,-3.1426409372379815,FALSE
LBR,2011,14.136002723190781,Liberia,12.5405,Current USD (m),177.272542150174,3.5585000000000004,28.37606156054384,36.56320079295952,20.625416857837752,FALSE
LBR,2011,14.136002723190781,Liberia,43.18087046694562,Constant 2021 USD (m),610.4049025104916,10.140106217480898,23.482866620864012,92.79811387976565,15.202714378292637,FALSE
LBY,2011,2.7293379238095214,Libya,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
LBY,2011,2.7293379238095214,Libya,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LKA,2011,5.485081431531315,Sri Lanka,1753.3215755437975,Current USD (m),9617.111617518513,221.2954664374506,12.621499074909586,741.0414212367868,7.705446819260236,FALSE
LKA,2011,5.485081431531315,Sri Lanka,1631.4575492884412,Constant 2021 USD (m),8948.677509933614,75.77955381833772,4.644898903522737,-64.424165375347,-0.7199294566580592,FALSE
LSO,2011,17.485384243317124,Lesotho,47.21727605059029,Constant 2021 USD (m),825.6122146673465,-13.527225443790584,-28.648889930238727,-248.13410959561406,-30.054558930622363,FALSE
LSO,2011,17.485384243317124,Lesotho,58.16932075310592,Current USD (m),1017.1129245408181,-12.491716614982991,-21.47475069891718,-231.92241653629412,-22.802032197260388,FALSE
LTU,2011,4.013402203772592,Lithuania,344.60521542864046,Current USD (m),1383.0393310328343,18.284296742211666,5.305867678023552,172.53755761437264,12.475245912603514,TRUE
LTU,2011,4.013402203772592,Lithuania,352.6933007031538,Constant 2021 USD (m),1415.5000702978668,-12.634255402761426,-3.58222154420651,60.30146297292799,4.2600819482996295,TRUE
LUX,2011,1.5009964267278948,Luxembourg,232.1524143156022,Current USD (m),348.45994434397267,-15.514943259111902,-6.683085034825414,-20.420388232409493,-5.860182372138609,TRUE
LUX,2011,1.5009964267278948,Luxembourg,227.19556755128323,Constant 2021 USD (m),341.01973506289215,-35.885986093184414,-15.795196393998367,-50.81878557786973,-14.902007230900445,TRUE
LVA,2011,2.0651919301346155,Latvia,290.12212687186343,Constant 2021 USD (m),599.1578751692634,9.775838734206445,3.369559860742398,71.12709974133679,11.871178313602774,TRUE
LVA,2011,2.0651919301346155,Latvia,296.83492921251104,Current USD (m),613.0211003917576,37.1628050150436,12.519687327106267,123.93000520422726,20.216270716461224,TRUE
MAR,2011,5.038575170333805,Morocco,3415.165311401817,Constant 2021 USD (m),17207.56714061451,24.71677307097889,0.7237357731545194,417.00954939860094,2.423407945998047,FALSE
MAR,2011,5.038575170333805,Morocco,3342.698955607445,Current USD (m),16842.439959624415,181.894123573838,5.441534699638654,1189.1495566437861,7.060435183349195,FALSE
MDA,2011,10.172388515821511,Moldova,22.96696369243351,Current USD (m),233.62887770820024,4.6312454221999495,20.16481361759508,48.12641563786204,20.599514970050652,FALSE
MDA,2011,10.172388515821511,Moldova,25.9519851534166,Constant 2021 USD (m),263.9936757373854,2.4416923937729003,9.408499501439678,26.140043464445853,9.901768817541427,FALSE
MDG,2011,3.4597554117455194,Madagascar,70.9272686767865,Constant 2021 USD (m),245.39100164484054,7.560846882604039,10.66000005873425,22.24036176438736,9.063234436190244,FALSE
MDG,2011,3.4597554117455194,Madagascar,71.98980801137711,Current USD (m),249.0671278578829,15.066915119202648,20.92923364488138,48.60796331813276,19.516009092082335,FALSE
MEX,2011,3.398234912764154,Mexico,5498.458541611327,Current USD (m),18685.053782489886,709.4272025799864,12.902292473630043,2008.3436353482139,10.748396331779736,FALSE
MEX,2011,3.398234912764154,Mexico,5039.782308313204,Constant 2021 USD (m),17126.364192841047,422.96516806525506,8.392528529805087,1049.3507428009143,6.127107487528211,FALSE
MKD,2011,3.543575254169777,North Macedonia,129.48736619094757,Constant 2021 USD (m),458.848226561862,-9.309088293709777,-7.189186534215392,5.773396565693304,1.2582366524445818,TRUE
MKD,2011,3.543575254169777,North Macedonia,132.4619948090471,Current USD (m),469.38904692330476,2.4405257026179754,1.8424346591912328,44.95850055254448,9.578088974856378,TRUE
MLI,2011,3.2502548001498432,Mali,151.0473924329156,Constant 2021 USD (m),490.942512305201,2.2880636083943386,1.5147984824766387,-0.1018712918501592,-0.0207501467680659,FALSE
MLI,2011,3.2502548001498432,Mali,161.06267457286603,Current USD (m),523.4947311554299,14.276128862081947,8.86371029162521,38.962369867907114,7.442743460265862,FALSE
MLT,2011,2.7025372945667536,Malta,55.893126481361776,Current USD (m),151.05325882581684,-2.835823448774839,-5.073653286724761,2.873431399160694,1.9022637588204019,FALSE
MLT,2011,2.7025372945667536,Malta,53.51689563867304,Constant 2021 USD (m),144.63140635295073,-7.25397257432784,-13.55454663010364,-8.700413389830544,-6.015576844076674,FALSE
MMR,2011,5.563001877605628,Myanmar,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MMR,2011,5.563001877605628,Myanmar,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MNE,2011,4.515657683220084,Montenegro,77.83884205158031,Constant 2021 USD (m),351.49356516317323,-2.121457623017335,-2.725448589807567,11.684110792031163,3.3241322032757754,TRUE
MNE,2011,4.515657683220084,Montenegro,79.37666381689152,Current USD (m),358.43784183312385,4.281801921242902,5.394283049134304,39.30517036136666,10.965686591670133,TRUE
MNG,2011,6.888169680659711,Mongolia,87.15784815727922,Current USD (m),600.3580471085136,32.302130650315625,37.06164313743194,151.93900836677813,25.308065594949117,FALSE
MNG,2011,6.888169680659711,Mongolia,84.70633529891961,Constant 2021 USD (m),583.4716105658135,22.72862299375194,26.832258665830672,76.83369863316778,13.168369675888664,FALSE
MOZ,2011,3.0724749675296783,Mozambique,99.74762092493523,Constant 2021 USD (m),306.472068362503,-7.559852444322743,-7.578980204462107,15.765902010341449,5.144319381071013,FALSE
MOZ,2011,3.0724749675296783,Mozambique,118.87118303540711,Current USD (m),365.2287342369269,19.68125132142511,16.55678930659151,96.51376142157369,26.425566329883676,FALSE
MRT,2011,6.7976300455036345,Mauritania,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MRT,2011,6.7976300455036345,Mauritania,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MUS,2011,3.598175907541181,Mauritius,16.141907697663555,Constant 2021 USD (m),58.081423379486544,0.4795211566639672,2.970659761196473,3.0878024814434966,5.31633403897271,FALSE
MUS,2011,3.598175907541181,Mauritius,17.512018393367242,Current USD (m),63.011322675432034,2.6376014809050865,15.061664633153255,10.784413154197708,17.11504011707173,FALSE
MWI,2011,3.339771397744786,Malawi,52.80484298629525,Current USD (m),176.35610426803322,2.820625080429622,5.341603006303182,12.290247730782056,6.968994797085581,FALSE
MWI,2011,3.339771397744786,Malawi,48.48528916463425,Constant 2021 USD (m),161.92978196343066,0.9937185343082007,2.0495258488280417,6.04567413487851,3.7335158866846574,FALSE
MYS,2011,2.8648402652920337,Malaysia,4692.483660130719,Current USD (m),13443.216133767422,838.1983095195901,17.86257279148928,2046.4418077891842,15.222858781901282,FALSE
MYS,2011,2.8648402652920337,Malaysia,4135.65385921912,Constant 2021 USD (m),11847.987699201327,446.3964220078069,10.793853576810076,939.1860362244333,7.926966672051355,FALSE
NAM,2011,2.7133634066317662,Namibia,443.59142447525386,Current USD (m),1203.6247386668126,47.052323068657756,10.607130903019206,-65.2438954605002,-5.420617686270489,FALSE
NAM,2011,2.7133634066317662,Namibia,347.2803033623498,Constant 2021 USD (m),942.2976669873786,18.599216320116966,5.355678436133672,-109.43498812631708,-11.613632502794138,FALSE
NER,2011,3.4662811410286953,Niger,81.04111440218215,Constant 2021 USD (m),280.91128650023296,11.26911194686781,13.905425696570102,31.9296868066684,11.366466333363904,FALSE
NER,2011,3.4662811410286953,Niger,83.94756138395223,Current USD (m),290.9858488605424,17.057719941688617,20.319494289621428,52.28924937266038,17.969688071573707,FALSE
NGA,2011,5.118773532460663,Nigeria,2955.1566459310948,Constant 2021 USD (m),15126.777623467315,300.6666322073688,10.174304384891123,2397.1465194130196,15.847040123695248,FALSE
NGA,2011,5.118773532460663,Nigeria,2384.9360217138424,Current USD (m),12207.947384560846,394.8363530555771,16.55542746055901,2664.4062480911452,21.825178010357153,FALSE
NIC,2011,6.4142028538919575,Nicaragua,51.453111133903846,Current USD (m),330.0306922767061,7.180668212812279,13.955751274446731,50.14350245416199,15.193587635213154,FALSE
NIC,2011,6.4142028538919575,Nicaragua,54.35285972455839,Constant 2021 USD (m),348.6302679624517,6.21261108469033,11.430145747939864,44.29108945391192,12.70431558130867,FALSE
NLD,2011,0.845908932500009,Netherlands,11669.433506354017,Constant 2021 USD (m),9871.278040239762,-405.7429098917437,-3.4769717799138777,97.98554139834596,0.9926327776293291,TRUE
NLD,2011,0.845908932500009,Netherlands,11647.93460808641,Current USD (m),9853.091930156286,427.41132801701133,3.6694173035645923,771.5305329545954,7.830339333313798,TRUE
NOR,2011,0.890704247259378,Norway,7232.260585482309,Current USD (m),6441.805220775688,733.601547103176,10.143461210119728,486.82320999136755,7.557248213921421,TRUE
NOR,2011,0.890704247259378,Norway,5870.977822344899,Constant 2021 USD (m),5229.304881928216,108.67173079553504,1.8509988299041298,-50.92738032137186,-0.9738843205981378,TRUE
NPL,2011,3.215833789748035,Nepal,284.5188510626225,Current USD (m),914.96533506747,29.568778955945618,10.392555307148186,79.63183940673059,8.703262993112029,FALSE
NPL,2011,3.215833789748035,Nepal,340.81167998816096,Constant 2021 USD (m),1095.9937164467221,11.134769989583333,3.267132743211773,15.820789284287912,1.4435109478163677,FALSE
NZL,2011,0.9266797599070626,New Zealand,1937.68654063406,Current USD (m),1795.6148982499176,180.7699874539153,9.329165665503503,4.848086848710864,0.26999591356899605,FALSE
NZL,2011,0.9266797599070626,New Zealand,2013.9327456579847,Constant 2021 USD (m),1866.2707132153128,-68.78387905189697,-3.415400995896919,-256.5733127761591,-13.74791507787853,FALSE
OMN,2011,1.9678190920746934,Oman,5000.715214564369,Current USD (m),9840.50287324816,1329.3237971391404,26.582673479736297,1809.6200039908008,18.389507399162824,FALSE
OMN,2011,1.9678190920746934,Oman,5491.016732025203,Constant 2021 USD (m),10805.327560180785,1296.7039650181096,23.615006624462747,1630.5949536292483,15.090657312770688,FALSE
PAK,2011,5.831449546454502,Pakistan,6954.7875112631655,Current USD (m),40556.492478243024,980.1743351869718,14.093519515867241,3056.3267170364707,7.535973971802592,FALSE
PAK,2011,5.831449546454502,Pakistan,7236.134914046978,Constant 2021 USD (m),42197.15566260284,371.71305775399105,5.136900599136311,-887.9696634344073,-2.104335350312175,FALSE
PAN,2011,3.2225195575189396,Panama,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
PAN,2011,3.2225195575189396,Panama,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
PER,2011,3.5086777693579903,Peru,2355.1678338493666,Current USD (m),8263.525021734285,176.2221105157355,7.482358920795553,-257.48937073243906,-3.1159749629268885,FALSE
PER,2011,3.5086777693579903,Peru,2259.182539427052,Constant 2021 USD (m),7926.743553009428,42.90222138429044,1.8990152692650863,-740.2720066486909,-9.33891706850593,FALSE
PHL,2011,3.9618741962373707,Philippines,2701.4921582615884,Current USD (m),10702.972073154191,263.302589277534,9.746561302142345,551.7069159965449,5.1547076104250324,FALSE
PHL,2011,3.9618741962373707,Philippines,3130.3084399529853,Constant 2021 USD (m),12401.888234513792,49.07481001374754,1.567730814874096,-426.6547083951391,-3.4402399080470816,FALSE
PNG,2011,5.162033453655361,Papua New Guinea,72.35145799723634,Constant 2021 USD (m),373.48064660247474,9.794804022100287,13.537811528932046,58.46636267083505,15.654455780426414,FALSE
PNG,2011,5.162033453655361,Papua New Guinea,64.19313614259143,Current USD (m),331.36711626311,17.85751177005301,27.81841306270866,98.03648547134577,29.585459950559326,FALSE
POL,2011,2.062854779907372,Poland,9455.422988001415,Current USD (m),19505.16450684477,665.2528556762736,7.035675257684982,2143.030791661513,10.986991629368102,TRUE
POL,2011,2.062854779907372,Poland,8632.907857421491,Constant 2021 USD (m),17808.435238181835,119.05389567410384,1.379070617228426,992.0746114620415,5.570812922041589,TRUE
PRK,2011,4.444613375283425,"Korea, North",NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
PRK,2011,4.444613375283425,"Korea, North",NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
PRT,2011,1.6799273738317897,Portugal,3651.882589263994,Current USD (m),6134.897527724297,111.69624275484512,3.0585934795170004,710.8694072346989,11.587306943957898,TRUE
PRT,2011,1.6799273738317897,Portugal,3357.160503180873,Constant 2021 USD (m),5639.785827640454,-183.57033393683332,-5.468023758855212,214.9234763835766,3.8108446482177007,TRUE
PRY,2011,3.8796883115188048,Paraguay,285.10624084439166,Current USD (m),1106.1233501450515,80.50098602226245,28.235434546730648,235.62522816546925,21.301894416619135,FALSE
PRY,2011,3.8796883115188048,Paraguay,253.854704725127,Constant 2021 USD (m),984.8771307461327,31.041927193911846,12.228226074251387,36.914652643641716,3.748148016765864,FALSE
QAT,2011,1.2399505654129317,Qatar,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
QAT,2011,1.2399505654129317,Qatar,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
ROU,2011,4.332417396048605,Romania,2202.290785450358,Constant 2021 USD (m),9541.242910042676,73.36135438786096,3.3311384160770086,947.8096514328845,9.933817432058705,TRUE
ROU,2011,4.332417396048605,Romania,2379.8714824132967,Current USD (m),10310.596610767348,293.6510223610612,12.3389445409584,1889.5583064315506,18.326372156372468,TRUE
RUS,2011,2.2536183709635673,Russia,70237.5239514946,Current USD (m),158288.5743080818,11517.296342736663,16.39764002884043,11151.234537213983,7.044876477003325,FALSE
RUS,2011,2.2536183709635673,Russia,51506.35609375853,Constant 2021 USD (m),116075.6703142855,3244.979464744363,6.300153438999708,-4854.558672326544,-4.182236173336223,FALSE
RWA,2011,3.632647493381628,Rwanda,73.60294514094079,Constant 2021 USD (m),267.37355417174405,0.7537787199510575,1.0241148890274185,-2.7224881507065106,-1.0182338934529607,FALSE
RWA,2011,3.632647493381628,Rwanda,75.38392855655523,Current USD (m),273.8432391122301,0.8695112701021515,1.1534438264912377,-2.426898128979815,-0.8862362776775332,FALSE
SAU,2011,1.6374800498107387,Saudi Arabia,48530.93333333333,Current USD (m),79468.4351320283,3286.399999999994,6.771763438851361,2024.0028157202614,2.5469267292826356,FALSE
SAU,2011,1.6374800498107387,Saudi Arabia,57888.44282291608,Constant 2021 USD (m),94791.17023713472,775.754293505699,1.340084921404388,-2967.816658187541,-3.1308999042453958,FALSE
SDN,2011,5.695390278616817,Sudan,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
SDN,2011,5.695390278616817,Sudan,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
SEN,2011,3.2446782714297475,Senegal,230.1903506503965,Current USD (m),746.8936290481361,34.45745774400271,14.969114755090345,141.20640880582448,18.905825851772523,FALSE
SEN,2011,3.2446782714297475,Senegal,216.8095911198195,Constant 2021 USD (m),703.4773693440462,16.722641437508457,7.713054275475625,84.31670319173259,11.98570229350139,FALSE
SGP,2011,1.0876126924491871,Singapore,8922.267805180558,Current USD (m),9703.971710345126,813.4163849489496,9.116699954653386,369.6392753802793,3.809154503059994,FALSE
SGP,2011,1.0876126924491871,Singapore,9275.651137823914,Constant 2021 USD (m),10088.315908228033,-342.57838210959744,-3.6933081787934405,-983.5051330172155,-9.74895257012192,FALSE
SLE,2011,9.921226596443457,Sierra Leone,30.73684151259315,Constant 2021 USD (m),304.94716950540646,1.201780026756584,3.9099008473730272,-75.00458832652038,-24.595928681079496,FALSE
SLE,2011,9.921226596443457,Sierra Leone,25.4761839067774,Current USD (m),252.75499335180473,0.41390527557499013,1.6246753324185235,-69.65695848263971,-27.559083030927724,FALSE
SLV,2011,5.363608986902452,El Salvador,220.7,Current USD (m),1183.748503409371,19.69999999999999,8.926144086995917,89.7067067937187,7.578189669118912,FALSE
SLV,2011,5.363608986902452,El Salvador,240.70236794164376,Constant 2021 USD (m),1291.033383860501,10.241971074599718,4.25503544571809,36.63882347653521,2.837945473336738,FALSE
SOM,2011,4.181950386616652,Somalia,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
SOM,2011,4.181950386616652,Somalia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
SRB,2011,3.0583234034457343,Serbia,986.9581936743696,Current USD (m),3018.437341936852,114.6185619543786,11.613314797829734,519.6976841061878,17.217441518024405,FALSE
SRB,2011,3.0583234034457343,Serbia,1001.611815122409,Constant 2021 USD (m),3063.2528553566253,-41.25106562577582,-4.1184683530050465,76.0644449583915,2.4831265504373796,FALSE
SSD,2011,3.8531755561100396,South Sudan,1052.7219703686358,Current USD (m),4056.322563604425,401.81130254556547,38.168796116686124,1185.1792162389138,29.21807123706085,FALSE
SSD,2011,3.8531755561100396,South Sudan,3712.6680304097727,Constant 2021 USD (m),14305.561702726141,1111.8207052199286,29.946677055778007,2833.318483535293,19.805712927688546,FALSE
SVK,2011,1.9057858915790749,Slovakia,1064.842810573361,Current USD (m),2029.3624051401207,-72.837725023855,-6.840232595892324,9.604880185136835,0.47329546269354733,TRUE
SVK,2011,1.9057858915790749,Slovakia,1057.1654214015352,Constant 2021 USD (m),2014.7309451722933,-174.81412538406653,-16.536118363794667,-172.4383720074518,-8.55887841603115,TRUE
SVN,2011,1.466722607509471,Slovenia,629.2381028330296,Constant 2021 USD (m),922.9177509315739,-150.59992109976065,-23.93369384684621,-97.86710642420235,-10.604098396137397,TRUE
SVN,2011,1.466722607509471,Slovenia,665.6796713722711,Current USD (m),976.3674233611852,-106.40543613787736,-15.98448033098667,-34.26909620943616,-3.5098565754542874,TRUE
