year,iso3c,neighbors
2000,COL,"PAN, VEN, ECU, PER, BRA"
2000,VEN,"TTO, COL, GUY, BRA"
2000,GUY,"VEN, SUR, BRA"
2000,SUR,"GUY, BRA"
2000,ECU,"COL, PER"
2000,PER,"COL, ECU, BRA, BOL, CHL"
2000,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
2000,BOL,"PER, BRA, PRY, CHL, ARG"
2000,PRY,"BRA, BOL, ARG"
2000,CHL,"PER, BOL, ARG"
2000,ARG,"BRA, BOL, PRY, CHL, URY"
2000,URY,"BRA, ARG"
2000,GBR,IRL
2000,IRL,GBR
2000,NLD,"BEL, DEU"
2000,BEL,"NLD, LUX, FRA, DEU"
2000,LUX,"BEL, FRA, DEU"
2000,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
2000,CHE,"FRA, DEU, AUT, ITA"
2000,ESP,"FRA, PRT, MAR"
2000,PRT,ESP
2000,DEU,"NLD, BEL, LUX, FRA, CHE, POL, AUT, CZE, DNK"
2000,POL,"DEU, CZE, SVK, RUS, LTU, UKR, BLR"
2000,AUT,"CHE, DEU, HUN, CZE, SVK, ITA, HRV, SVN"
2000,HUN,"AUT, SVK, HRV, SVN, ROU, UKR"
2000,CZE,"DEU, POL, AUT, SVK"
2000,SVK,"POL, AUT, HUN, CZE, UKR"
2000,ITA,"FRA, CHE, AUT, HRV, SVN"
2000,MLT,
2000,ALB,"MKD, GRC"
2000,MKD,"ALB, GRC, BGR"
2000,HRV,"AUT, HUN, ITA, BIH, SVN"
2000,BIH,HRV
2000,SVN,"AUT, HUN, ITA, HRV"
2000,GRC,"ALB, MKD, BGR, TUR"
2000,CYP,
2000,BGR,"MKD, GRC, ROU, TUR"
2000,MDA,"ROU, UKR"
2000,ROU,"HUN, BGR, MDA, UKR"
2000,RUS,"POL, EST, LVA, LTU, UKR, BLR, GEO, AZE, FIN, NOR, KAZ, CHN, MNG, PRK"
2000,EST,"RUS, LVA"
2000,LVA,"RUS, EST, LTU, BLR"
2000,LTU,"POL, RUS, LVA, BLR"
2000,UKR,"POL, HUN, SVK, MDA, ROU, RUS, BLR"
2000,BLR,"POL, RUS, LVA, LTU, UKR"
2000,ARM,"GEO, AZE, IRN, TUR"
2000,GEO,"RUS, ARM, AZE, TUR"
2000,AZE,"RUS, ARM, GEO, IRN, TUR"
2000,FIN,"RUS, SWE, NOR"
2000,SWE,"FIN, NOR, DNK"
2000,NOR,"RUS, FIN, SWE"
2000,DNK,"DEU, SWE"
2000,ISL,
2000,CPV,
2000,GNB,"SEN, GIN"
2000,GNQ,"CMR, GAB"
2000,GMB,SEN
2000,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
2000,SEN,"GNB, GMB, MLI, MRT, GIN"
2000,BEN,"NER, BFA, GHA, TGO, NGA"
2000,MRT,"MLI, SEN, MAR, DZA"
2000,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
2000,CIV,"MLI, GIN, BFA, LBR, GHA"
2000,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
2000,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
2000,LBR,"CIV, GIN, SLE"
2000,SLE,"GIN, LBR"
2000,GHA,"BEN, CIV, BFA, TGO"
2000,TGO,"BEN, BFA, GHA"
2000,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
2000,NGA,"BEN, NER, CMR, TCD"
2000,GAB,"GNQ, CMR, COG"
2000,CAF,"CMR, TCD, COG, COD, SDN"
2000,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
2000,COG,"CMR, GAB, CAF, COD, AGO"
2000,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
2000,UGA,"COD, KEN, TZA, RWA, SDN"
2000,KEN,"UGA, TZA, SOM, ETH, SDN"
2000,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
2000,BDI,"COD, TZA, RWA"
2000,RWA,"COD, UGA, TZA, BDI"
2000,SOM,"KEN, DJI, ETH"
2000,DJI,"SOM, ETH, ERI"
2000,ETH,"KEN, SOM, DJI, ERI, SDN"
2000,ERI,"DJI, ETH, SDN"
2000,AGO,"COG, COD, ZMB, NAM, BWA"
2000,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
2000,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, NAM, BWA"
2000,ZWE,"MOZ, ZMB, ZAF, NAM, BWA"
2000,MWI,"TZA, MOZ, ZMB"
2000,ZAF,"MOZ, ZWE, NAM, LSO, BWA, SWZ"
2000,NAM,"AGO, ZMB, ZWE, ZAF, BWA"
2000,LSO,ZAF
2000,BWA,"AGO, ZMB, ZWE, ZAF, NAM"
2000,SWZ,"MOZ, ZAF"
2000,MDG,
2000,COM,
2000,MUS,
2000,MAR,"ESP, MRT, DZA"
2000,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
2000,TUN,"DZA, LBY"
2000,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
2000,SDN,"CAF, TCD, COD, UGA, KEN, ETH, ERI, LBY, EGY"
2000,IRN,"ARM, AZE, TUR, IRQ, KWT, AFG, TKM, PAK"
2000,TUR,"GRC, BGR, ARM, GEO, AZE, IRN, IRQ, SYR"
2000,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
2000,EGY,"LBY, SDN, JOR, ISR, SAU"
2000,SYR,"TUR, IRQ, LBN, JOR, ISR"
2000,LBN,"SYR, ISR"
2000,JOR,"IRQ, EGY, SYR, ISR, SAU"
2000,ISR,"EGY, SYR, LBN, JOR, SAU"
2000,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
2000,KWT,"IRN, IRQ, SAU"
2000,BHR,"SAU, QAT"
2000,QAT,"SAU, BHR, ARE"
2000,ARE,"SAU, QAT, OMN"
2000,OMN,"SAU, ARE"
2000,AFG,"IRN, TKM, TJK, UZB, CHN, PAK"
2000,TKM,"IRN, AFG, UZB, KAZ"
2000,TJK,"AFG, KGZ, UZB, CHN, PAK"
2000,KGZ,"TJK, UZB, KAZ, CHN"
2000,UZB,"AFG, TKM, TJK, KGZ, KAZ"
2000,KAZ,"RUS, TKM, KGZ, UZB, CHN"
2000,CHN,"RUS, AFG, TJK, KGZ, KAZ, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
2000,MNG,"RUS, CHN"
2000,TWN,
2000,PRK,"RUS, CHN, KOR"
2000,KOR,PRK
2000,JPN,
2000,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
2000,BTN,"CHN, IND"
2000,PAK,"IRN, AFG, TJK, CHN, IND"
2000,BGD,"IND, MMR, NPL"
2000,MMR,"CHN, IND, BGD, THA, LAO"
2000,LKA,IND
2000,MDV,
2000,NPL,"CHN, IND, BGD"
2000,THA,"MMR, KHM, LAO, MYS"
2000,KHM,"THA, LAO"
2000,LAO,"CHN, MMR, THA, KHM"
2000,MYS,"THA, SGP, BRN, IDN"
2000,SGP,"MYS, IDN"
2000,BRN,"MYS, IDN"
2000,PHL,
2000,IDN,"MYS, SGP, BRN, PNG"
2000,AUS,
2000,PNG,"IDN, SLB"
2000,NZL,
2000,SLB,PNG
2000,FJI,
2001,USA,"CAN, MEX"
2001,CAN,USA
2001,BHS,
2001,CUB,
2001,HTI,DOM
2001,DOM,HTI
2001,JAM,
2001,TTO,VEN
2001,BRB,
2001,MEX,"USA, BLZ, GTM"
2001,BLZ,"MEX, GTM"
2001,GTM,"MEX, BLZ, HND, SLV"
2001,HND,"GTM, SLV, NIC"
2001,SLV,"GTM, HND, NIC"
2001,NIC,"HND, SLV, CRI"
2001,CRI,"NIC, PAN"
2001,PAN,"CRI, COL"
2001,COL,"PAN, VEN, ECU, PER, BRA"
2001,VEN,"TTO, COL, GUY, BRA"
2001,GUY,"VEN, SUR, BRA"
2001,SUR,"GUY, BRA"
2001,ECU,"COL, PER"
2001,PER,"COL, ECU, BRA, BOL, CHL"
2001,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
2001,BOL,"PER, BRA, PRY, CHL, ARG"
2001,PRY,"BRA, BOL, ARG"
2001,CHL,"PER, BOL, ARG"
2001,ARG,"BRA, BOL, PRY, CHL, URY"
2001,URY,"BRA, ARG"
2001,GBR,IRL
2001,IRL,GBR
2001,NLD,"BEL, DEU"
2001,BEL,"NLD, LUX, FRA, DEU"
2001,LUX,"BEL, FRA, DEU"
2001,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
2001,CHE,"FRA, DEU, AUT, ITA"
2001,ESP,"FRA, PRT, MAR"
2001,PRT,ESP
2001,DEU,"NLD, BEL, LUX, FRA, CHE, POL, AUT, CZE, DNK"
2001,POL,"DEU, CZE, SVK, RUS, LTU, UKR, BLR"
2001,AUT,"CHE, DEU, HUN, CZE, SVK, ITA, HRV, SVN"
2001,HUN,"AUT, SVK, HRV, SVN, ROU, UKR"
2001,CZE,"DEU, POL, AUT, SVK"
2001,SVK,"POL, AUT, HUN, CZE, UKR"
2001,ITA,"FRA, CHE, AUT, HRV, SVN"
2001,MLT,
2001,ALB,"MKD, GRC"
2001,MKD,"ALB, GRC, BGR"
2001,HRV,"AUT, HUN, ITA, BIH, SVN"
2001,BIH,HRV
2001,SVN,"AUT, HUN, ITA, HRV"
2001,GRC,"ALB, MKD, BGR, TUR"
2001,CYP,
2001,BGR,"MKD, GRC, ROU, TUR"
2001,MDA,"ROU, UKR"
2001,ROU,"HUN, BGR, MDA, UKR"
2001,RUS,"POL, EST, LVA, LTU, UKR, BLR, GEO, AZE, FIN, NOR, KAZ, CHN, MNG, PRK"
2001,EST,"RUS, LVA"
2001,LVA,"RUS, EST, LTU, BLR"
2001,LTU,"POL, RUS, LVA, BLR"
2001,UKR,"POL, HUN, SVK, MDA, ROU, RUS, BLR"
2001,BLR,"POL, RUS, LVA, LTU, UKR"
2001,ARM,"GEO, AZE, IRN, TUR"
2001,GEO,"RUS, ARM, AZE, TUR"
2001,AZE,"RUS, ARM, GEO, IRN, TUR"
2001,FIN,"RUS, SWE, NOR"
2001,SWE,"FIN, NOR, DNK"
2001,NOR,"RUS, FIN, SWE"
2001,DNK,"DEU, SWE"
2001,ISL,
2001,CPV,
2001,GNB,"SEN, GIN"
2001,GNQ,"CMR, GAB"
2001,GMB,SEN
2001,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
2001,SEN,"GNB, GMB, MLI, MRT, GIN"
2001,BEN,"NER, BFA, GHA, TGO, NGA"
2001,MRT,"MLI, SEN, MAR, DZA"
2001,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
2001,CIV,"MLI, GIN, BFA, LBR, GHA"
2001,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
2001,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
2001,LBR,"CIV, GIN, SLE"
2001,SLE,"GIN, LBR"
2001,GHA,"BEN, CIV, BFA, TGO"
2001,TGO,"BEN, BFA, GHA"
2001,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
2001,NGA,"BEN, NER, CMR, TCD"
2001,GAB,"GNQ, CMR, COG"
2001,CAF,"CMR, TCD, COG, COD, SDN"
2001,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
2001,COG,"CMR, GAB, CAF, COD, AGO"
2001,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
2001,UGA,"COD, KEN, TZA, RWA, SDN"
2001,KEN,"UGA, TZA, SOM, ETH, SDN"
2001,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
2001,BDI,"COD, TZA, RWA"
2001,RWA,"COD, UGA, TZA, BDI"
2001,SOM,"KEN, DJI, ETH"
2001,DJI,"SOM, ETH, ERI"
2001,ETH,"KEN, SOM, DJI, ERI, SDN"
2001,ERI,"DJI, ETH, SDN"
2001,AGO,"COG, COD, ZMB, NAM, BWA"
2001,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
2001,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, NAM, BWA"
2001,ZWE,"MOZ, ZMB, ZAF, NAM, BWA"
2001,MWI,"TZA, MOZ, ZMB"
2001,ZAF,"MOZ, ZWE, NAM, LSO, BWA, SWZ"
2001,NAM,"AGO, ZMB, ZWE, ZAF, BWA"
2001,LSO,ZAF
2001,BWA,"AGO, ZMB, ZWE, ZAF, NAM"
2001,SWZ,"MOZ, ZAF"
2001,MDG,
2001,COM,
2001,MUS,
2001,MAR,"ESP, MRT, DZA"
2001,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
2001,TUN,"DZA, LBY"
2001,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
2001,SDN,"CAF, TCD, COD, UGA, KEN, ETH, ERI, LBY, EGY"
2001,IRN,"ARM, AZE, TUR, IRQ, KWT, AFG, TKM, PAK"
2001,TUR,"GRC, BGR, ARM, GEO, AZE, IRN, IRQ, SYR"
2001,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
2001,EGY,"LBY, SDN, JOR, ISR, SAU"
2001,SYR,"TUR, IRQ, LBN, JOR, ISR"
2001,LBN,"SYR, ISR"
2001,JOR,"IRQ, EGY, SYR, ISR, SAU"
2001,ISR,"EGY, SYR, LBN, JOR, SAU"
2001,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
2001,KWT,"IRN, IRQ, SAU"
2001,BHR,"SAU, QAT"
2001,QAT,"SAU, BHR, ARE"
2001,ARE,"SAU, QAT, OMN"
2001,OMN,"SAU, ARE"
2001,AFG,"IRN, TKM, TJK, UZB, CHN, PAK"
2001,TKM,"IRN, AFG, UZB, KAZ"
2001,TJK,"AFG, KGZ, UZB, CHN, PAK"
2001,KGZ,"TJK, UZB, KAZ, CHN"
2001,UZB,"AFG, TKM, TJK, KGZ, KAZ"
2001,KAZ,"RUS, TKM, KGZ, UZB, CHN"
2001,CHN,"RUS, AFG, TJK, KGZ, KAZ, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
2001,MNG,"RUS, CHN"
2001,TWN,
2001,PRK,"RUS, CHN, KOR"
2001,KOR,PRK
2001,JPN,
2001,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
2001,BTN,"CHN, IND"
2001,PAK,"IRN, AFG, TJK, CHN, IND"
2001,BGD,"IND, MMR, NPL"
2001,MMR,"CHN, IND, BGD, THA, LAO"
2001,LKA,IND
2001,MDV,
2001,NPL,"CHN, IND, BGD"
2001,THA,"MMR, KHM, LAO, MYS"
2001,KHM,"THA, LAO"
2001,LAO,"CHN, MMR, THA, KHM"
2001,MYS,"THA, SGP, BRN, IDN"
2001,SGP,"MYS, IDN"
2001,BRN,"MYS, IDN"
2001,PHL,
2001,IDN,"MYS, SGP, BRN, PNG"
2001,AUS,
2001,PNG,"IDN, SLB"
2001,NZL,
2001,SLB,PNG
2001,FJI,
2002,USA,"CAN, MEX"
2002,CAN,USA
2002,BHS,
2002,CUB,
2002,HTI,DOM
2002,DOM,HTI
2002,JAM,
2002,TTO,VEN
2002,BRB,
2002,MEX,"USA, BLZ, GTM"
2002,BLZ,"MEX, GTM"
2002,GTM,"MEX, BLZ, HND, SLV"
2002,HND,"GTM, SLV, NIC"
2002,SLV,"GTM, HND, NIC"
2002,NIC,"HND, SLV, CRI"
2002,CRI,"NIC, PAN"
2002,PAN,"CRI, COL"
2002,COL,"PAN, VEN, ECU, PER, BRA"
2002,VEN,"TTO, COL, GUY, BRA"
2002,GUY,"VEN, SUR, BRA"
2002,SUR,"GUY, BRA"
2002,ECU,"COL, PER"
2002,PER,"COL, ECU, BRA, BOL, CHL"
2002,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
2002,BOL,"PER, BRA, PRY, CHL, ARG"
2002,PRY,"BRA, BOL, ARG"
2002,CHL,"PER, BOL, ARG"
2002,ARG,"BRA, BOL, PRY, CHL, URY"
2002,URY,"BRA, ARG"
2002,GBR,IRL
2002,IRL,GBR
2002,NLD,"BEL, DEU"
2002,BEL,"NLD, LUX, FRA, DEU"
2002,LUX,"BEL, FRA, DEU"
2002,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
2002,CHE,"FRA, DEU, AUT, ITA"
2002,ESP,"FRA, PRT, MAR"
2002,PRT,ESP
2002,DEU,"NLD, BEL, LUX, FRA, CHE, POL, AUT, CZE, DNK"
2002,POL,"DEU, CZE, SVK, RUS, LTU, UKR, BLR"
2002,AUT,"CHE, DEU, HUN, CZE, SVK, ITA, HRV, SVN"
2002,HUN,"AUT, SVK, HRV, SVN, ROU, UKR"
2002,CZE,"DEU, POL, AUT, SVK"
2002,SVK,"POL, AUT, HUN, CZE, UKR"
2002,ITA,"FRA, CHE, AUT, HRV, SVN"
2002,MLT,
2002,ALB,"MKD, GRC"
2002,MKD,"ALB, GRC, BGR"
2002,HRV,"AUT, HUN, ITA, BIH, SVN"
2002,BIH,HRV
2002,SVN,"AUT, HUN, ITA, HRV"
2002,GRC,"ALB, MKD, BGR, TUR"
2002,CYP,
2002,BGR,"MKD, GRC, ROU, TUR"
2002,MDA,"ROU, UKR"
2002,ROU,"HUN, BGR, MDA, UKR"
2002,RUS,"POL, EST, LVA, LTU, UKR, BLR, GEO, AZE, FIN, NOR, KAZ, CHN, MNG, PRK"
2002,EST,"RUS, LVA"
2002,LVA,"RUS, EST, LTU, BLR"
2002,LTU,"POL, RUS, LVA, BLR"
2002,UKR,"POL, HUN, SVK, MDA, ROU, RUS, BLR"
2002,BLR,"POL, RUS, LVA, LTU, UKR"
2002,ARM,"GEO, AZE, IRN, TUR"
2002,GEO,"RUS, ARM, AZE, TUR"
2002,AZE,"RUS, ARM, GEO, IRN, TUR"
2002,FIN,"RUS, SWE, NOR"
2002,SWE,"FIN, NOR, DNK"
2002,NOR,"RUS, FIN, SWE"
2002,DNK,"DEU, SWE"
2002,ISL,
2002,CPV,
2002,GNB,"SEN, GIN"
2002,GNQ,"CMR, GAB"
2002,GMB,SEN
2002,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
2002,SEN,"GNB, GMB, MLI, MRT, GIN"
2002,BEN,"NER, BFA, GHA, TGO, NGA"
2002,MRT,"MLI, SEN, MAR, DZA"
2002,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
2002,CIV,"MLI, GIN, BFA, LBR, GHA"
2002,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
2002,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
2002,LBR,"CIV, GIN, SLE"
2002,SLE,"GIN, LBR"
2002,GHA,"BEN, CIV, BFA, TGO"
2002,TGO,"BEN, BFA, GHA"
2002,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
2002,NGA,"BEN, NER, CMR, TCD"
2002,GAB,"GNQ, CMR, COG"
2002,CAF,"CMR, TCD, COG, COD, SDN"
2002,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
2002,COG,"CMR, GAB, CAF, COD, AGO"
2002,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
2002,UGA,"COD, KEN, TZA, RWA, SDN"
2002,KEN,"UGA, TZA, SOM, ETH, SDN"
2002,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
2002,BDI,"COD, TZA, RWA"
2002,RWA,"COD, UGA, TZA, BDI"
2002,SOM,"KEN, DJI, ETH"
2002,DJI,"SOM, ETH, ERI"
2002,ETH,"KEN, SOM, DJI, ERI, SDN"
2002,ERI,"DJI, ETH, SDN"
2002,AGO,"COG, COD, ZMB, NAM, BWA"
2002,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
2002,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, NAM, BWA"
2002,ZWE,"MOZ, ZMB, ZAF, NAM, BWA"
2002,MWI,"TZA, MOZ, ZMB"
2002,ZAF,"MOZ, ZWE, NAM, LSO, BWA, SWZ"
2002,NAM,"AGO, ZMB, ZWE, ZAF, BWA"
2002,LSO,ZAF
2002,BWA,"AGO, ZMB, ZWE, ZAF, NAM"
2002,SWZ,"MOZ, ZAF"
2002,MDG,
2002,COM,
2002,MUS,
2002,MAR,"ESP, MRT, DZA"
2002,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
2002,TUN,"DZA, LBY"
2002,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
2002,SDN,"CAF, TCD, COD, UGA, KEN, ETH, ERI, LBY, EGY"
2002,IRN,"ARM, AZE, TUR, IRQ, KWT, AFG, TKM, PAK"
2002,TUR,"GRC, BGR, ARM, GEO, AZE, IRN, IRQ, SYR"
2002,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
2002,EGY,"LBY, SDN, JOR, ISR, SAU"
2002,SYR,"TUR, IRQ, LBN, JOR, ISR"
2002,LBN,"SYR, ISR"
2002,JOR,"IRQ, EGY, SYR, ISR, SAU"
2002,ISR,"EGY, SYR, LBN, JOR, SAU"
2002,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
2002,KWT,"IRN, IRQ, SAU"
2002,BHR,"SAU, QAT"
2002,QAT,"SAU, BHR, ARE"
2002,ARE,"SAU, QAT, OMN"
2002,OMN,"SAU, ARE"
2002,AFG,"IRN, TKM, TJK, UZB, CHN, PAK"
2002,TKM,"IRN, AFG, UZB, KAZ"
2002,TJK,"AFG, KGZ, UZB, CHN, PAK"
2002,KGZ,"TJK, UZB, KAZ, CHN"
2002,UZB,"AFG, TKM, TJK, KGZ, KAZ"
2002,KAZ,"RUS, TKM, KGZ, UZB, CHN"
2002,CHN,"RUS, AFG, TJK, KGZ, KAZ, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
2002,MNG,"RUS, CHN"
2002,TWN,
2002,PRK,"RUS, CHN, KOR"
2002,KOR,PRK
2002,JPN,
2002,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
2002,BTN,"CHN, IND"
2002,PAK,"IRN, AFG, TJK, CHN, IND"
2002,BGD,"IND, MMR, NPL"
2002,MMR,"CHN, IND, BGD, THA, LAO"
2002,LKA,IND
2002,MDV,
2002,NPL,"CHN, IND, BGD"
2002,THA,"MMR, KHM, LAO, MYS"
2002,KHM,"THA, LAO"
2002,LAO,"CHN, MMR, THA, KHM"
2002,MYS,"THA, SGP, BRN, IDN"
2002,SGP,"MYS, IDN"
2002,BRN,"MYS, IDN"
2002,PHL,
2002,IDN,"MYS, SGP, BRN, PNG"
2002,AUS,
2002,PNG,"IDN, SLB"
2002,NZL,
2002,SLB,PNG
2002,FJI,
2003,USA,"CAN, MEX"
2003,CAN,USA
2003,BHS,
2003,CUB,
2003,HTI,DOM
2003,DOM,HTI
2003,JAM,
2003,TTO,VEN
2003,BRB,
2003,MEX,"USA, BLZ, GTM"
2003,BLZ,"MEX, GTM"
2003,GTM,"MEX, BLZ, HND, SLV"
2003,HND,"GTM, SLV, NIC"
2003,SLV,"GTM, HND, NIC"
2003,NIC,"HND, SLV, CRI"
2003,CRI,"NIC, PAN"
2003,PAN,"CRI, COL"
2003,COL,"PAN, VEN, ECU, PER, BRA"
2003,VEN,"TTO, COL, GUY, BRA"
2003,GUY,"VEN, SUR, BRA"
2003,SUR,"GUY, BRA"
2003,ECU,"COL, PER"
2003,PER,"COL, ECU, BRA, BOL, CHL"
2003,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
2003,BOL,"PER, BRA, PRY, CHL, ARG"
2003,PRY,"BRA, BOL, ARG"
2003,CHL,"PER, BOL, ARG"
2003,ARG,"BRA, BOL, PRY, CHL, URY"
2003,URY,"BRA, ARG"
2003,GBR,IRL
2003,IRL,GBR
2003,NLD,"BEL, DEU"
2003,BEL,"NLD, LUX, FRA, DEU"
2003,LUX,"BEL, FRA, DEU"
2003,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
2003,CHE,"FRA, DEU, AUT, ITA"
2003,ESP,"FRA, PRT, MAR"
2003,PRT,ESP
2003,DEU,"NLD, BEL, LUX, FRA, CHE, POL, AUT, CZE, DNK"
2003,POL,"DEU, CZE, SVK, RUS, LTU, UKR, BLR"
2003,AUT,"CHE, DEU, HUN, CZE, SVK, ITA, HRV, SVN"
2003,HUN,"AUT, SVK, HRV, SVN, ROU, UKR"
2003,CZE,"DEU, POL, AUT, SVK"
2003,SVK,"POL, AUT, HUN, CZE, UKR"
2003,ITA,"FRA, CHE, AUT, HRV, SVN"
2003,MLT,
2003,ALB,"MKD, GRC"
2003,MKD,"ALB, GRC, BGR"
2003,HRV,"AUT, HUN, ITA, BIH, SVN"
2003,BIH,HRV
2003,SVN,"AUT, HUN, ITA, HRV"
2003,GRC,"ALB, MKD, BGR, TUR"
2003,CYP,
2003,BGR,"MKD, GRC, ROU, TUR"
2003,MDA,"ROU, UKR"
2003,ROU,"HUN, BGR, MDA, UKR"
2003,RUS,"POL, EST, LVA, LTU, UKR, BLR, GEO, AZE, FIN, NOR, KAZ, CHN, MNG, PRK"
2003,EST,"RUS, LVA"
2003,LVA,"RUS, EST, LTU, BLR"
2003,LTU,"POL, RUS, LVA, BLR"
2003,UKR,"POL, HUN, SVK, MDA, ROU, RUS, BLR"
2003,BLR,"POL, RUS, LVA, LTU, UKR"
2003,ARM,"GEO, AZE, IRN, TUR"
2003,GEO,"RUS, ARM, AZE, TUR"
2003,AZE,"RUS, ARM, GEO, IRN, TUR"
2003,FIN,"RUS, SWE, NOR"
2003,SWE,"FIN, NOR, DNK"
2003,NOR,"RUS, FIN, SWE"
2003,DNK,"DEU, SWE"
2003,ISL,
2003,CPV,
2003,GNB,"SEN, GIN"
2003,GNQ,"CMR, GAB"
2003,GMB,SEN
2003,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
2003,SEN,"GNB, GMB, MLI, MRT, GIN"
2003,BEN,"NER, BFA, GHA, TGO, NGA"
2003,MRT,"MLI, SEN, MAR, DZA"
2003,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
2003,CIV,"MLI, GIN, BFA, LBR, GHA"
2003,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
2003,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
2003,LBR,"CIV, GIN, SLE"
2003,SLE,"GIN, LBR"
2003,GHA,"BEN, CIV, BFA, TGO"
2003,TGO,"BEN, BFA, GHA"
2003,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
2003,NGA,"BEN, NER, CMR, TCD"
2003,GAB,"GNQ, CMR, COG"
2003,CAF,"CMR, TCD, COG, COD, SDN"
2003,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
2003,COG,"CMR, GAB, CAF, COD, AGO"
2003,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
2003,UGA,"COD, KEN, TZA, RWA, SDN"
2003,KEN,"UGA, TZA, SOM, ETH, SDN"
2003,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
2003,BDI,"COD, TZA, RWA"
2003,RWA,"COD, UGA, TZA, BDI"
2003,SOM,"KEN, DJI, ETH"
2003,DJI,"SOM, ETH, ERI"
2003,ETH,"KEN, SOM, DJI, ERI, SDN"
2003,ERI,"DJI, ETH, SDN"
2003,AGO,"COG, COD, ZMB, NAM, BWA"
2003,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
2003,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, NAM, BWA"
2003,ZWE,"MOZ, ZMB, ZAF, NAM, BWA"
2003,MWI,"TZA, MOZ, ZMB"
2003,ZAF,"MOZ, ZWE, NAM, LSO, BWA, SWZ"
2003,NAM,"AGO, ZMB, ZWE, ZAF, BWA"
